filename,file,duration,sample_rate,channels,bitrate,file_size,efficient,primary_label
H29_20230511_211500.ogg,H29_20230511_211500,60.0,32000,1,72,477252,speowl1,compot1
H99_20230511_002000.ogg,H99_20230511_002000,60.0,32000,1,72,488927,speowl1,compot1
H06_20230501_020500.ogg,H06_20230501_020500,60.0,32000,1,72,467875,roahaw,compot1
H16_20230508_212500.ogg,H16_20230508_212500,60.0,32000,1,72,460203,gretin1,trsowl
H91_20230514_161500.ogg,H91_20230514_161500,60.0,32000,1,72,448731,speowl1,roahaw
H16_20230520_045000.ogg,H16_20230520_045000,60.0,32000,1,72,456286,speowl1,speowl1
H65_20230425_105500.ogg,H65_20230425_105500,60.0,32000,1,72,467205,roahaw,blcjay1
H06_20230428_051000.ogg,H06_20230428_051000,60.0,32000,1,72,460719,whbman1,speowl1
O201_20230509_000000.ogg,O201_20230509_000000,60.0,32000,1,72,480275,thlsch3,compot1
H24_20230509_021500.ogg,H24_20230509_021500,60.0,32000,1,72,467572,speowl1,speowl1
H89_20230516_203000.ogg,H89_20230516_203000,60.0,32000,1,72,473808,yeofly1,compot1
H22_20230506_101500.ogg,H22_20230506_101500,60.0,32000,1,72,460585,roahaw,pavpig2
H09_20230516_123500.ogg,H09_20230516_123500,60.0,32000,1,72,456558,chbant1,solsan
H30_20230427_021000.ogg,H30_20230427_021000,60.0,32000,1,72,464957,speowl1,roahaw
H31_20230507_215500.ogg,H31_20230507_215500,60.0,32000,1,72,472623,speowl1,trsowl
H98_20230502_075000.ogg,H98_20230502_075000,60.0,32000,1,72,475577,speowl1,compot1
H14_20230427_182500.ogg,H14_20230427_182500,60.0,32000,1,72,471273,compot1,compau
O202_20230430_135500.ogg,O202_20230430_135500,60.0,32000,1,72,483112,gretin1,yebela1
H04_20230511_123500.ogg,H04_20230511_123500,60.0,32000,1,72,458998,roahaw,roahaw
H77_20230520_015000.ogg,H77_20230520_015000,60.0,32000,1,72,517541,banana,speowl1
H05_20230502_054500.ogg,H05_20230502_054500,60.0,32000,1,72,458565,roahaw,chbant1
H07_20230430_074000.ogg,H07_20230430_074000,60.0,32000,1,72,465117,thlsch3,roahaw
H65_20230420_164500.ogg,H65_20230420_164500,60.0,32000,1,72,468047,compot1,bobfly1
H31_20230425_085500.ogg,H31_20230425_085500,60.0,32000,1,72,461611,compot1,trokin
H37_20230424_092000.ogg,H37_20230424_092000,60.0,32000,1,72,465275,compot1,speowl1
H93_20230424_211000.ogg,H93_20230424_211000,60.0,32000,1,72,498731,compot1,compot1
H91_20230425_072000.ogg,H91_20230425_072000,60.0,32000,1,72,470681,compot1,speowl1
H98_20230514_124000.ogg,H98_20230514_124000,60.0,32000,1,72,472450,roahaw,speowl1
O202_20230525_012500.ogg,O202_20230525_012500,60.0,32000,1,72,489165,roahaw,speowl1
H92_20230503_210000.ogg,H92_20230503_210000,60.0,32000,1,72,486847,whtdov,compot1
H26_20230519_122500.ogg,H26_20230519_122500,60.0,32000,1,72,474922,roahaw,strher
H84_20230518_105500.ogg,H84_20230518_105500,60.0,32000,1,72,468788,roahaw,wbwwre1
H99_20230427_220500.ogg,H99_20230427_220500,60.0,32000,1,72,486259,thlsch3,compot1
H98_20230507_014000.ogg,H98_20230507_014000,60.0,32000,1,72,473415,compot1,compot1
H20_20230422_070000.ogg,H20_20230422_070000,60.0,32000,1,72,456194,compot1,gohman1
H10_20230505_162500.ogg,H10_20230505_162500,60.0,32000,1,72,461364,thlsch3,linwoo1
H92_20230510_193500.ogg,H92_20230510_193500,60.0,32000,1,72,484180,thlsch3,compot1
H65_20230509_011500.ogg,H65_20230509_011500,60.0,32000,1,72,477027,roahaw,compot1
H94_20230501_174000.ogg,H94_20230501_174000,60.0,32000,1,72,463428,trsowl,stbwoo2
O203_20230427_104500.ogg,O203_20230427_104500,60.0,32000,1,72,468370,thlsch3,roahaw
H74_20230424_055500.ogg,H74_20230424_055500,60.0,32000,1,72,475842,speowl1,compau
H78_20230426_173500.ogg,H78_20230426_173500,60.0,32000,1,72,472272,thlsch3,compot1
H8749_20230427_171000.ogg,H8749_20230427_171000,60.0,32000,1,72,467445,chbant1,roahaw
H03_20230507_105000.ogg,H03_20230507_105000,60.0,32000,1,72,454869,roahaw,roahaw
H99_20230522_040500.ogg,H99_20230522_040500,60.0,32000,1,72,493498,compot1,compot1
H95_20230515_181500.ogg,H95_20230515_181500,60.0,32000,1,72,495762,gretin1,compot1
H29_20230519_053000.ogg,H29_20230519_053000,60.0,32000,1,72,475015,grnkin,rutjac1
H69_20230520_013500.ogg,H69_20230520_013500,60.0,32000,1,72,479514,banana,speowl1
H83_20230427_052500.ogg,H83_20230427_052500,60.0,32000,1,72,475785,52884,smbani
H69_20230428_133000.ogg,H69_20230428_133000,60.0,32000,1,72,452229,wbwwre1,strowl1
H89_20230510_011500.ogg,H89_20230510_011500,60.0,32000,1,72,486600,yeofly1,compot1
H73_20230511_173000.ogg,H73_20230511_173000,60.0,32000,1,72,466310,littin1,speowl1
H93_20230509_095000.ogg,H93_20230509_095000,60.0,32000,1,72,478976,roahaw,whbman1
H95_20230426_175000.ogg,H95_20230426_175000,60.0,32000,1,72,481550,roahaw,compot1
H83_20230429_065000.ogg,H83_20230429_065000,60.0,32000,1,72,481213,whbman1,ywcpar
H24_20230512_234500.ogg,H24_20230512_234500,60.0,32000,1,72,491946,22333,speowl1
H12_20230502_113000.ogg,H12_20230502_113000,60.0,32000,1,72,461984,thlsch3,roahaw
H11_20230423_040000.ogg,H11_20230423_040000,60.0,32000,1,72,472278,roahaw,compau
H78_20230423_112500.ogg,H78_20230423_112500,60.0,32000,1,72,458849,whtdov,linwoo1
H95_20230423_010500.ogg,H95_20230423_010500,60.0,32000,1,72,498002,roahaw,compot1
H10_20230517_071000.ogg,H10_20230517_071000,60.0,32000,1,72,461350,solsan,rumfly1
H83_20230505_175500.ogg,H83_20230505_175500,60.0,32000,1,72,476773,thlsch3,gohman1
H8920_20230427_023000.ogg,H8920_20230427_023000,60.0,32000,1,72,509557,speowl1,whtdov
H79_20230504_013500.ogg,H79_20230504_013500,60.0,32000,1,72,495255,thlsch3,65448
H71_20230512_040000.ogg,H71_20230512_040000,60.0,32000,1,72,482743,compot1,compot1
H89_20230506_144000.ogg,H89_20230506_144000,60.0,32000,1,72,459290,compot1,bkmtou1
H09_20230501_155500.ogg,H09_20230501_155500,60.0,32000,1,72,464255,roahaw,butsal1
H30_20230510_093500.ogg,H30_20230510_093500,60.0,32000,1,72,459213,whtdov,roahaw
H77_20230513_153000.ogg,H77_20230513_153000,60.0,32000,1,72,477038,roahaw,speowl1
H28_20230501_172500.ogg,H28_20230501_172500,60.0,32000,1,72,471799,compot1,gohman1
O202_20230518_163000.ogg,O202_20230518_163000,60.0,32000,1,72,474878,saffin,roahaw
H21_20230423_114500.ogg,H21_20230423_114500,60.0,32000,1,72,456825,thlsch3,banana
H71_20230512_140000.ogg,H71_20230512_140000,60.0,32000,1,72,476446,compot1,roahaw
H85_20230423_124000.ogg,H85_20230423_124000,60.0,32000,1,72,455537,roahaw,bobfly1
H79_20230430_165500.ogg,H79_20230430_165500,60.0,32000,1,72,486499,sobtyr1,pavpig2
H8749_20230518_155000.ogg,H8749_20230518_155000,60.0,32000,1,72,470457,whtdov,speowl1
H29_20230512_005500.ogg,H29_20230512_005500,60.0,32000,1,72,471703,48124,thlsch3
H37_20230513_075500.ogg,H37_20230513_075500,60.0,32000,1,72,469770,whtdov,compot1
H85_20230426_014500.ogg,H85_20230426_014500,60.0,32000,1,72,477078,whtdov,compot1
H84_20230426_053500.ogg,H84_20230426_053500,60.0,32000,1,72,481195,compot1,cocwoo1
H94_20230501_121000.ogg,H94_20230501_121000,60.0,32000,1,72,460139,wbwwre1,roahaw
H74_20230510_072000.ogg,H74_20230510_072000,60.0,32000,1,72,461051,roahaw,trsowl
H89_20230503_074500.ogg,H89_20230503_074500,60.0,32000,1,72,467410,roahaw,thlsch3
H06_20230427_010000.ogg,H06_20230427_010000,60.0,32000,1,72,467047,52884,speowl1
H63_20230425_064500.ogg,H63_20230425_064500,60.0,32000,1,72,483406,compot1,compot1
H26_20230509_230500.ogg,H26_20230509_230500,60.0,32000,1,72,518373,banana,compau
H17_20230509_094000.ogg,H17_20230509_094000,60.0,32000,1,72,468197,wbwwre1,secfly1
H8749_20230429_113500.ogg,H8749_20230429_113500,60.0,32000,1,72,455886,tropar,linwoo1
H95_20230426_124500.ogg,H95_20230426_124500,60.0,32000,1,72,464682,roahaw,speowl1
H12_20230513_091000.ogg,H12_20230513_091000,60.0,32000,1,72,463499,linwoo1,speowl1
H89_20230424_032500.ogg,H89_20230424_032500,60.0,32000,1,72,483507,compot1,speowl1
H10_20230520_024000.ogg,H10_20230520_024000,60.0,32000,1,72,457832,thlsch3,yeofly1
H30_20230501_015000.ogg,H30_20230501_015000,60.0,32000,1,72,471567,thlsch3,65448
H67_20230422_125500.ogg,H67_20230422_125500,60.0,32000,1,72,476784,whtdov,compot1
O201_20230520_092500.ogg,O201_20230520_092500,60.0,32000,1,72,466212,whtdov,speowl1
H67_20230516_153500.ogg,H67_20230516_153500,60.0,32000,1,72,495852,whtdov,compot1
H65_20230426_194000.ogg,H65_20230426_194000,60.0,32000,1,72,478514,whbman1,speowl1
H09_20230426_142000.ogg,H09_20230426_142000,60.0,32000,1,72,463875,roahaw,sobtyr1
H16_20230516_033500.ogg,H16_20230516_033500,60.0,32000,1,72,465525,banana,speowl1
H84_20230517_044500.ogg,H84_20230517_044500,60.0,32000,1,72,482627,48124,butsal1
H06_20230505_133500.ogg,H06_20230505_133500,60.0,32000,1,72,455073,trsowl,roahaw
H77_20230509_183000.ogg,H77_20230509_183000,60.0,32000,1,72,471880,compot1,compau
H78_20230504_001500.ogg,H78_20230504_001500,60.0,32000,1,72,474279,21211,65448
H18_20230501_073000.ogg,H18_20230501_073000,60.0,32000,1,72,463114,chbant1,trsowl
H02_20230502_172500.ogg,H02_20230502_172500,60.0,32000,1,72,480079,banana,pavpig2
H94_20230522_224500.ogg,H94_20230522_224500,60.0,32000,1,72,483156,wbwwre1,littin1
H27_20230518_013000.ogg,H27_20230518_013000,60.0,32000,1,72,466084,thlsch3,speowl1
H93_20230518_013500.ogg,H93_20230518_013500,60.0,32000,1,72,499016,thlsch3,compot1
H65_20230508_163500.ogg,H65_20230508_163500,60.0,32000,1,72,471541,roahaw,pavpig2
H98_20230508_051500.ogg,H98_20230508_051500,60.0,32000,1,72,493222,compot1,compot1
H24_20230510_135000.ogg,H24_20230510_135000,60.0,32000,1,72,462061,piepuf1,whtdov
H20_20230424_233000.ogg,H20_20230424_233000,60.0,32000,1,72,469891,leagre,65448
H63_20230420_105500.ogg,H63_20230420_105500,60.0,32000,1,72,468053,tropar,banana
H21_20230519_000000.ogg,H21_20230519_000000,60.0,32000,1,72,478349,whtdov,compot1
H28_20230501_123000.ogg,H28_20230501_123000,60.0,32000,1,72,461478,whtdov,roahaw
H29_20230520_135000.ogg,H29_20230520_135000,60.0,32000,1,72,470188,whtdov,speowl1
H93_20230520_003000.ogg,H93_20230520_003000,60.0,32000,1,72,498536,whtdov,speowl1
H05_20230509_153500.ogg,H05_20230509_153500,60.0,32000,1,72,475887,compot1,trokin
H31_20230521_024000.ogg,H31_20230521_024000,60.0,32000,1,72,471050,whbman1,speowl1
H69_20230507_201500.ogg,H69_20230507_201500,60.0,32000,1,72,486793,pavpig2,compot1
H79_20230507_082000.ogg,H79_20230507_082000,60.0,32000,1,72,472399,whtdov,littin1
H92_20230428_060000.ogg,H92_20230428_060000,60.0,32000,1,72,476679,shghum1,blhpar1
H06_20230428_004000.ogg,H06_20230428_004000,60.0,32000,1,72,467788,compot1,speowl1
H8749_20230520_110500.ogg,H8749_20230520_110500,60.0,32000,1,72,465003,roahaw,speowl1
H02_20230508_003000.ogg,H02_20230508_003000,60.0,32000,1,72,485769,roahaw,speowl1
H21_20230513_071500.ogg,H21_20230513_071500,60.0,32000,1,72,456010,roahaw,cocwoo1
H09_20230425_231500.ogg,H09_20230425_231500,60.0,32000,1,72,471605,whtdov,speowl1
H83_20230520_133000.ogg,H83_20230520_133000,60.0,32000,1,72,473331,whtdov,rugdov
H14_20230507_113000.ogg,H14_20230507_113000,60.0,32000,1,72,457944,whtdov,grasal4
H65_20230505_223000.ogg,H65_20230505_223000,60.0,32000,1,72,481298,shghum1,speowl1
H8920_20230522_212500.ogg,H8920_20230522_212500,60.0,32000,1,72,525958,whtdov,compau
H22_20230428_214000.ogg,H22_20230428_214000,60.0,32000,1,72,479454,speowl1,22976
H22_20230520_083500.ogg,H22_20230520_083500,60.0,32000,1,72,469564,compot1,pirfly1
H27_20230428_123000.ogg,H27_20230428_123000,60.0,32000,1,72,459787,solsan,strcuc1
H79_20230513_130500.ogg,H79_20230513_130500,60.0,32000,1,72,451119,compot1,babwar
H04_20230502_042000.ogg,H04_20230502_042000,60.0,32000,1,72,464877,whtdov,compot1
H88_20230514_041000.ogg,H88_20230514_041000,60.0,32000,1,72,493824,whtdov,compau
H14_20230502_072000.ogg,H14_20230502_072000,60.0,32000,1,72,476621,whtdov,trokin
H07_20230424_220000.ogg,H07_20230424_220000,60.0,32000,1,72,464174,whtdov,speowl1
H05_20230502_005000.ogg,H05_20230502_005000,60.0,32000,1,72,473706,roahaw,compot1
H37_20230423_141000.ogg,H37_20230423_141000,60.0,32000,1,72,468204,roahaw,speowl1
H77_20230426_153500.ogg,H77_20230426_153500,60.0,32000,1,72,482210,shghum1,compot1
H69_20230516_061500.ogg,H69_20230516_061500,60.0,32000,1,72,470921,littin1,banana
H84_20230422_115500.ogg,H84_20230422_115500,60.0,32000,1,72,464865,roahaw,compau
H84_20230516_163500.ogg,H84_20230516_163500,60.0,32000,1,72,488840,whtdov,compot1
H79_20230516_051500.ogg,H79_20230516_051500,60.0,32000,1,72,514998,roahaw,roahaw
H31_20230502_192000.ogg,H31_20230502_192000,60.0,32000,1,72,472990,tropar,compau
H93_20230423_175000.ogg,H93_20230423_175000,60.0,32000,1,72,480276,whtdov,laufal1
O202_20230430_060500.ogg,O202_20230430_060500,60.0,32000,1,72,467795,whtdov,yeofly1
H03_20230503_112500.ogg,H03_20230503_112500,60.0,32000,1,72,454668,roahaw,yebfly1
H93_20230430_145000.ogg,H93_20230430_145000,60.0,32000,1,72,474219,roahaw,21211
H71_20230427_044000.ogg,H71_20230427_044000,60.0,32000,1,72,485113,whtdov,littin1
H24_20230523_173000.ogg,H24_20230523_173000,60.0,32000,1,72,467859,roahaw,compau
H98_20230427_081000.ogg,H98_20230427_081000,60.0,32000,1,72,468763,roahaw,yeofly1
O202_20230430_064000.ogg,O202_20230430_064000,60.0,32000,1,72,477977,roahaw,linwoo1
O202_20230503_190500.ogg,O202_20230503_190500,60.0,32000,1,72,489742,compot1,speowl1
H07_20230430_121000.ogg,H07_20230430_121000,60.0,32000,1,72,459835,compot1,wbwwre1
H99_20230507_165000.ogg,H99_20230507_165000,60.0,32000,1,72,495071,roahaw,littin1
H84_20230511_082000.ogg,H84_20230511_082000,60.0,32000,1,72,468433,compot1,compot1
H29_20230429_151500.ogg,H29_20230429_151500,60.0,32000,1,72,469430,roahaw,compot1
H27_20230517_160500.ogg,H27_20230517_160500,60.0,32000,1,72,463311,roahaw,roahaw
H89_20230507_155000.ogg,H89_20230507_155000,60.0,32000,1,72,464925,shghum1,speowl1
H74_20230420_125500.ogg,H74_20230420_125500,60.0,32000,1,72,458773,solsan,compot1
H65_20230513_215500.ogg,H65_20230513_215500,60.0,32000,1,72,478666,solsan,compot1
H79_20230502_084500.ogg,H79_20230502_084500,60.0,32000,1,72,475987,whtdov,yebsee1
H37_20230504_064000.ogg,H37_20230504_064000,60.0,32000,1,72,527732,compot1,littin1
H07_20230423_172000.ogg,H07_20230423_172000,60.0,32000,1,72,459923,thlsch3,roahaw
H95_20230518_044500.ogg,H95_20230518_044500,60.0,32000,1,72,500081,roahaw,yeofly1
H29_20230513_014500.ogg,H29_20230513_014500,60.0,32000,1,72,465401,roahaw,compot1
H65_20230507_014500.ogg,H65_20230507_014500,60.0,32000,1,72,486589,48124,compot1
O203_20230430_144500.ogg,O203_20230430_144500,60.0,32000,1,72,488217,compot1,gohman1
H99_20230429_192500.ogg,H99_20230429_192500,60.0,32000,1,72,498801,whbman1,speowl1
H07_20230504_134000.ogg,H07_20230504_134000,60.0,32000,1,72,452648,solsan,whtdov
H17_20230503_231500.ogg,H17_20230503_231500,60.0,32000,1,72,478677,whtdov,speowl1
H63_20230501_081500.ogg,H63_20230501_081500,60.0,32000,1,72,472230,roahaw,blbwre1
H10_20230518_153000.ogg,H10_20230518_153000,60.0,32000,1,72,462599,roahaw,greegr
H19_20230420_203500.ogg,H19_20230420_203500,60.0,32000,1,72,492101,whbman1,compot1
H93_20230515_083500.ogg,H93_20230515_083500,60.0,32000,1,72,501042,whtdov,chbant1
H11_20230420_201000.ogg,H11_20230420_201000,60.0,32000,1,72,479393,whtdov,speowl1
H91_20230509_154500.ogg,H91_20230509_154500,60.0,32000,1,72,456213,grepot1,roahaw
H88_20230511_043000.ogg,H88_20230511_043000,60.0,32000,1,72,495669,52884,compot1
H91_20230514_153000.ogg,H91_20230514_153000,60.0,32000,1,72,449202,compot1,yeofly1
H04_20230427_233500.ogg,H04_20230427_233500,60.0,32000,1,72,466270,48124,compot1
H17_20230428_110000.ogg,H17_20230428_110000,60.0,32000,1,72,477367,21211,thlsch3
H77_20230517_023000.ogg,H77_20230517_023000,60.0,32000,1,72,488659,solsan,butsal1
H90_20230509_013500.ogg,H90_20230509_013500,60.0,32000,1,72,476679,tropar,compot1
H92_20230501_172500.ogg,H92_20230501_172500,60.0,32000,1,72,470244,sobtyr1,speowl1
H32_20230501_081500.ogg,H32_20230501_081500,60.0,32000,1,72,462851,whtdov,pirfly1
H20_20230427_023500.ogg,H20_20230427_023500,60.0,32000,1,72,475933,whtdov,compot1
H78_20230514_221000.ogg,H78_20230514_221000,60.0,32000,1,72,480425,whtdov,65448
H8920_20230526_080500.ogg,H8920_20230526_080500,60.0,32000,1,72,494294,trsowl,pirfly1
H77_20230513_061500.ogg,H77_20230513_061500,60.0,32000,1,72,467325,roahaw,pavpig2
H07_20230502_095000.ogg,H07_20230502_095000,60.0,32000,1,72,456812,piepuf1,rutjac1
H63_20230507_124000.ogg,H63_20230507_124000,60.0,32000,1,72,471701,whtdov,chbant1
H99_20230508_171000.ogg,H99_20230508_171000,60.0,32000,1,72,492751,whtdov,ruther1
H28_20230428_035000.ogg,H28_20230428_035000,60.0,32000,1,72,470783,banana,compot1
H67_20230427_023000.ogg,H67_20230427_023000,60.0,32000,1,72,494460,shghum1,speowl1
H30_20230503_222500.ogg,H30_20230503_222500,60.0,32000,1,72,471593,saffin,compot1
H93_20230505_173500.ogg,H93_20230505_173500,60.0,32000,1,72,465872,rugdov,speowl1
H99_20230426_231500.ogg,H99_20230426_231500,60.0,32000,1,72,491673,solsan,compot1
H06_20230425_090500.ogg,H06_20230425_090500,60.0,32000,1,72,468115,rugdov,pirfly1
H89_20230515_042000.ogg,H89_20230515_042000,60.0,32000,1,72,479476,roahaw,compot1
H09_20230512_053500.ogg,H09_20230512_053500,60.0,32000,1,72,479479,shghum1,bobfly1
H78_20230430_114500.ogg,H78_20230430_114500,60.0,32000,1,72,452658,amekes,creoro1
H26_20230511_235000.ogg,H26_20230511_235000,60.0,32000,1,72,505685,compot1,compot1
H08_20230501_124500.ogg,H08_20230501_124500,60.0,32000,1,72,464011,whtdov,roahaw
H37_20230425_083000.ogg,H37_20230425_083000,60.0,32000,1,72,470919,speowl1,speowl1
H08_20230508_191500.ogg,H08_20230508_191500,60.0,32000,1,72,471933,solsan,compot1
H07_20230422_151500.ogg,H07_20230422_151500,60.0,32000,1,72,454318,whtdov,yeofly1
H74_20230426_233500.ogg,H74_20230426_233500,60.0,32000,1,72,477496,whtdov,speowl1
O202_20230518_155000.ogg,O202_20230518_155000,60.0,32000,1,72,455685,saffin,whtdov
H83_20230425_083500.ogg,H83_20230425_083500,60.0,32000,1,72,465139,rugdov,amekes
H19_20230421_193500.ogg,H19_20230421_193500,60.0,32000,1,72,486704,roahaw,yeofly1
H29_20230501_103500.ogg,H29_20230501_103500,60.0,32000,1,72,461609,48124,compot1
H05_20230510_171000.ogg,H05_20230510_171000,60.0,32000,1,72,471884,tropar,speowl1
H95_20230430_012000.ogg,H95_20230430_012000,60.0,32000,1,72,493512,tropar,roahaw
H05_20230503_045500.ogg,H05_20230503_045500,60.0,32000,1,72,481476,roahaw,speowl1
H8920_20230505_132000.ogg,H8920_20230505_132000,60.0,32000,1,72,462487,whtdov,speowl1
H05_20230421_062500.ogg,H05_20230421_062500,60.0,32000,1,72,459439,roahaw,speowl1
H63_20230422_185000.ogg,H63_20230422_185000,60.0,32000,1,72,501303,roahaw,laufal1
O202_20230427_171000.ogg,O202_20230427_171000,60.0,32000,1,72,469065,whtdov,compot1
H09_20230423_144500.ogg,H09_20230423_144500,60.0,32000,1,72,464728,littin1,sobtyr1
H12_20230429_204500.ogg,H12_20230429_204500,60.0,32000,1,72,485458,21211,compot1
H85_20230520_160500.ogg,H85_20230520_160500,60.0,32000,1,72,472585,trsowl,compot1
H98_20230424_122000.ogg,H98_20230424_122000,60.0,32000,1,72,471365,whtdov,speowl1
H95_20230501_105000.ogg,H95_20230501_105000,60.0,32000,1,72,472549,roahaw,speowl1
H17_20230521_113000.ogg,H17_20230521_113000,60.0,32000,1,72,477585,roahaw,21211
H78_20230506_185500.ogg,H78_20230506_185500,60.0,32000,1,72,476463,roahaw,65448
H8920_20230511_180500.ogg,H8920_20230511_180500,60.0,32000,1,72,475766,whtdov,yehcar1
H94_20230501_142000.ogg,H94_20230501_142000,60.0,32000,1,72,471690,whtdov,banana
H63_20230511_075000.ogg,H63_20230511_075000,60.0,32000,1,72,472537,roahaw,speowl1
H8920_20230511_084000.ogg,H8920_20230511_084000,60.0,32000,1,72,481439,roahaw,littin1
H94_20230512_172000.ogg,H94_20230512_172000,60.0,32000,1,72,479394,48124,colcha1
H95_20230515_204000.ogg,H95_20230515_204000,60.0,32000,1,72,498100,48124,compot1
H12_20230427_080500.ogg,H12_20230427_080500,60.0,32000,1,72,466513,roahaw,littin1
H67_20230516_130500.ogg,H67_20230516_130500,60.0,32000,1,72,479083,solsan,banana
O202_20230429_142000.ogg,O202_20230429_142000,60.0,32000,1,72,466652,whtdov,speowl1
H12_20230507_044000.ogg,H12_20230507_044000,60.0,32000,1,72,487240,52884,speowl1
H83_20230429_022000.ogg,H83_20230429_022000,60.0,32000,1,72,477305,compot1,speowl1
H20_20230426_175500.ogg,H20_20230426_175500,60.0,32000,1,72,471822,shghum1,65448
H99_20230510_062000.ogg,H99_20230510_062000,60.0,32000,1,72,485820,compot1,speowl1
H07_20230509_205500.ogg,H07_20230509_205500,60.0,32000,1,72,498141,whtdov,roahaw
H78_20230428_103000.ogg,H78_20230428_103000,60.0,32000,1,72,462246,roahaw,rugdov
H37_20230427_111500.ogg,H37_20230427_111500,60.0,32000,1,72,470219,roahaw,roahaw
H90_20230506_072000.ogg,H90_20230506_072000,60.0,32000,1,72,462449,roahaw,compot1
H99_20230503_152000.ogg,H99_20230503_152000,60.0,32000,1,72,484377,bkmtou1,whbman1
H31_20230428_135000.ogg,H31_20230428_135000,60.0,32000,1,72,452154,compot1,solsan
H79_20230428_044000.ogg,H79_20230428_044000,60.0,32000,1,72,488100,grepot1,compot1
H20_20230506_202500.ogg,H20_20230506_202500,60.0,32000,1,72,477349,compot1,compot1
H08_20230510_231000.ogg,H08_20230510_231000,60.0,32000,1,72,468225,21211,speowl1
H37_20230521_102000.ogg,H37_20230521_102000,60.0,32000,1,72,497308,banana,solsan
O201_20230426_224000.ogg,O201_20230426_224000,60.0,32000,1,72,492626,solsan,speowl1
H21_20230519_012000.ogg,H21_20230519_012000,60.0,32000,1,72,490227,52884,compau
H84_20230517_152000.ogg,H84_20230517_152000,60.0,32000,1,72,482820,cattyr,compot1
H94_20230522_185000.ogg,H94_20230522_185000,60.0,32000,1,72,477654,48124,speowl1
H27_20230511_203000.ogg,H27_20230511_203000,60.0,32000,1,72,523493,roahaw,compot1
H93_20230422_144500.ogg,H93_20230422_144500,60.0,32000,1,72,475888,roahaw,compau
H21_20230423_153500.ogg,H21_20230423_153500,60.0,32000,1,72,460028,roahaw,cocwoo1
H28_20230512_005500.ogg,H28_20230512_005500,60.0,32000,1,72,470446,compot1,compot1
H71_20230426_171000.ogg,H71_20230426_171000,60.0,32000,1,72,494333,solsan,compau
H26_20230425_081500.ogg,H26_20230425_081500,60.0,32000,1,72,475844,solsan,pirfly1
H28_20230508_184000.ogg,H28_20230508_184000,60.0,32000,1,72,473593,48124,speowl1
H85_20230510_220500.ogg,H85_20230510_220500,60.0,32000,1,72,470186,48124,yeofly1
H28_20230520_164500.ogg,H28_20230520_164500,60.0,32000,1,72,463076,roahaw,speowl1
H16_20230511_210500.ogg,H16_20230511_210500,60.0,32000,1,72,476142,compot1,compot1
H85_20230430_053000.ogg,H85_20230430_053000,60.0,32000,1,72,467908,roahaw,socfly1
H63_20230427_195000.ogg,H63_20230427_195000,60.0,32000,1,72,493028,48124,compot1
H14_20230510_073500.ogg,H14_20230510_073500,60.0,32000,1,72,473793,roahaw,blbgra1
H19_20230426_160000.ogg,H19_20230426_160000,60.0,32000,1,72,467469,roahaw,wbwwre1
H26_20230516_071500.ogg,H26_20230516_071500,60.0,32000,1,72,483242,roahaw,yecspi2
H26_20230506_081500.ogg,H26_20230506_081500,60.0,32000,1,72,493738,roahaw,thlsch3
H30_20230513_010000.ogg,H30_20230513_010000,60.0,32000,1,72,474453,48124,compot1
H65_20230518_081500.ogg,H65_20230518_081500,60.0,32000,1,72,466012,compot1,whbman1
H95_20230513_063000.ogg,H95_20230513_063000,60.0,32000,1,72,477011,solsan,compot1
H27_20230512_074000.ogg,H27_20230512_074000,60.0,32000,1,72,476363,tbsfin1,grekis
H02_20230512_190500.ogg,H02_20230512_190500,60.0,32000,1,72,485138,roahaw,compot1
H99_20230502_071500.ogg,H99_20230502_071500,60.0,32000,1,72,471936,bubwre1,baymac
H32_20230428_232500.ogg,H32_20230428_232500,60.0,32000,1,72,477414,thbeup1,compot1
H78_20230429_020500.ogg,H78_20230429_020500,60.0,32000,1,72,487938,solsan,compau
H09_20230425_223500.ogg,H09_20230425_223500,60.0,32000,1,72,478277,roahaw,speowl1
H04_20230514_101000.ogg,H04_20230514_101000,60.0,32000,1,72,459759,48124,socfly1
H11_20230509_201500.ogg,H11_20230509_201500,60.0,32000,1,72,478082,48124,speowl1
H93_20230428_035000.ogg,H93_20230428_035000,60.0,32000,1,72,505833,yeofly1,trsowl
H24_20230514_165500.ogg,H24_20230514_165500,60.0,32000,1,72,470899,roahaw,roahaw
H74_20230502_073500.ogg,H74_20230502_073500,60.0,32000,1,72,463768,whtdov,colcha1
H69_20230514_194500.ogg,H69_20230514_194500,60.0,32000,1,72,480439,roahaw,speowl1
H89_20230511_075000.ogg,H89_20230511_075000,60.0,32000,1,72,474056,48124,compot1
O201_20230502_011500.ogg,O201_20230502_011500,60.0,32000,1,72,485240,48124,speowl1
H89_20230514_110500.ogg,H89_20230514_110500,60.0,32000,1,72,454462,48124,whtdov
H11_20230518_161500.ogg,H11_20230518_161500,60.0,32000,1,72,461436,48124,grekis
H8920_20230520_150500.ogg,H8920_20230520_150500,60.0,32000,1,72,488816,solsan,whbman1
H74_20230509_021500.ogg,H74_20230509_021500,60.0,32000,1,72,470236,banana,speowl1
H07_20230504_145000.ogg,H07_20230504_145000,60.0,32000,1,72,454020,shghum1,roahaw
H07_20230424_181500.ogg,H07_20230424_181500,60.0,32000,1,72,463791,48124,speowl1
